feedback_id,customer_id,feedback_type,category,channel,subject,description,submitted_date,resolution_status,resolution_date,assigned_to,priority,satisfaction_score,response_time_hours,created_at
PMLA-FB000372-SYN,PMLA-C000381-SYN,COMPLAINT,ONLINE_BANKING,MAIL,RE: Complaint - Case #37301,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-03-03,RESOLVED,2023-03-31,Agent_810,LOW,1,59,2026-01-10 21:04:43
PMLA-FB000373-SYN,PMLA-C000009-SYN,PRAISE,FEES_CHARGES,MAIL,RE: Praise - Case #50400,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2024-02-28,RESOLVED,2024-03-27,Agent_943,MEDIUM,1,27,2026-01-10 21:04:43
PMLA-FB000374-SYN,PMLA-C000655-SYN,COMPLAINT,FRAUD,BRANCH,RE: Complaint - Case #78068,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-08-18,RESOLVED,2024-08-31,Agent_948,MEDIUM,4,52,2026-01-10 21:04:43
PMLA-FB000375-SYN,PMLA-C000307-SYN,PRAISE,CARD_SERVICE,CHAT,RE: Praise - Case #74268,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-09-18,CLOSED_NO_ACTION,2023-10-01,Agent_722,MEDIUM,,12,2026-01-10 21:04:43
PMLA-FB000376-SYN,PMLA-C000210-SYN,INQUIRY,FRAUD,PHONE,RE: Inquiry - Case #39213,Synthetic feedback description for testing. Type: INQUIRY. Category: FRAUD.,2023-11-12,DUPLICATE,,Agent_931,MEDIUM,,21,2026-01-10 21:04:43
PMLA-FB000377-SYN,PMLA-C001368-SYN,PRAISE,LOAN_SERVICE,CHAT,RE: Praise - Case #66787,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-03-18,RESOLVED,2023-03-19,Agent_608,LOW,2,27,2026-01-10 21:04:43
PMLA-FB000378-SYN,PMLA-C000879-SYN,SUGGESTION,CARD_SERVICE,PHONE,RE: Suggestion - Case #29359,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2024-04-19,RESOLVED,2024-05-11,Agent_287,MEDIUM,1,46,2026-01-10 21:04:43
PMLA-FB000379-SYN,PMLA-C000316-SYN,SUGGESTION,FEES_CHARGES,CHAT,RE: Suggestion - Case #86595,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2023-09-19,ESCALATED,,Agent_451,HIGH,,19,2026-01-10 21:04:43
PMLA-FB000380-SYN,PMLA-C000867-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #46936,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-10-11,PENDING,,Agent_710,MEDIUM,,64,2026-01-10 21:04:43
PMLA-FB000381-SYN,PMLA-C000592-SYN,COMPLAINT,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #61873,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-04-25,RESOLVED,2023-05-03,Agent_844,HIGH,2,13,2026-01-10 21:04:43
PMLA-FB000382-SYN,PMLA-C000400-SYN,PRAISE,BRANCH_SERVICE,EMAIL,RE: Praise - Case #59259,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-10-17,DUPLICATE,,Agent_759,HIGH,,60,2026-01-10 21:04:43
PMLA-FB000383-SYN,PMLA-C000856-SYN,INQUIRY,ONLINE_BANKING,SOCIAL_MEDIA,RE: Inquiry - Case #85829,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2024-05-30,RESOLVED,2024-06-15,Agent_735,HIGH,2,12,2026-01-10 21:04:43
PMLA-FB000384-SYN,PMLA-C001055-SYN,INQUIRY,MOBILE_APP,MAIL,RE: Inquiry - Case #34941,Synthetic feedback description for testing. Type: INQUIRY. Category: FEES_CHARGES.,2023-08-02,RESOLVED,2023-08-30,Agent_277,MEDIUM,2,62,2026-01-10 21:04:43
PMLA-FB000385-SYN,PMLA-C000297-SYN,COMPLAINT,FRAUD,BRANCH,RE: Complaint - Case #40333,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2024-11-12,RESOLVED,2024-11-18,Agent_673,HIGH,1,70,2026-01-10 21:04:43
PMLA-FB000386-SYN,PMLA-C000449-SYN,COMPLAINT,FRAUD,SOCIAL_MEDIA,RE: Complaint - Case #28745,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-03-01,PENDING,,Agent_378,MEDIUM,,54,2026-01-10 21:04:43
PMLA-FB000387-SYN,PMLA-C000540-SYN,COMPLAINT,ACCOUNT_SERVICE,CHAT,RE: Complaint - Case #38184,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2024-07-31,RESOLVED,2024-08-19,Agent_860,LOW,4,37,2026-01-10 21:04:43
PMLA-FB000388-SYN,PMLA-C001062-SYN,COMPLAINT,ACCOUNT_SERVICE,MAIL,RE: Complaint - Case #80254,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-07-11,CLOSED_NO_ACTION,2023-08-09,Agent_564,MEDIUM,,63,2026-01-10 21:04:43
PMLA-FB000389-SYN,PMLA-C000217-SYN,COMPLAINT,CARD_SERVICE,PHONE,RE: Complaint - Case #78661,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-07-09,RESOLVED,2023-08-03,Agent_485,HIGH,2,48,2026-01-10 21:04:43
PMLA-FB000390-SYN,PMLA-C001115-SYN,DISPUTE,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Dispute - Case #36361,Synthetic feedback description for testing. Type: DISPUTE. Category: CARD_SERVICE.,2024-05-19,RESOLVED,2024-05-31,Agent_457,HIGH,5,22,2026-01-10 21:04:43
PMLA-FB000391-SYN,PMLA-C000668-SYN,COMPLAINT,MOBILE_APP,EMAIL,RE: Complaint - Case #19812,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2023-10-17,ESCALATED,,Agent_350,CRITICAL,,67,2026-01-10 21:04:43
PMLA-FB000392-SYN,PMLA-C000059-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #20245,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-11-07,RESOLVED,2023-11-22,Agent_285,MEDIUM,3,55,2026-01-10 21:04:43
PMLA-FB000393-SYN,PMLA-C000748-SYN,COMPLAINT,FRAUD,EMAIL,RE: Complaint - Case #87150,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-03-18,PENDING,,Agent_415,LOW,,55,2026-01-10 21:04:43
PMLA-FB000394-SYN,PMLA-C000554-SYN,PRAISE,BRANCH_SERVICE,CHAT,RE: Praise - Case #87654,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-02-01,RESOLVED,2023-02-25,Agent_219,MEDIUM,5,54,2026-01-10 21:04:43
PMLA-FB000395-SYN,PMLA-C001488-SYN,PRAISE,MOBILE_APP,CHAT,RE: Praise - Case #96055,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2024-05-17,RESOLVED,2024-06-16,Agent_101,LOW,4,2,2026-01-10 21:04:43
PMLA-FB000396-SYN,PMLA-C001369-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #45666,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2023-11-25,RESOLVED,2023-12-12,Agent_650,LOW,3,27,2026-01-10 21:04:43
PMLA-FB000397-SYN,PMLA-C001246-SYN,INQUIRY,CARD_SERVICE,SOCIAL_MEDIA,RE: Inquiry - Case #52321,Synthetic feedback description for testing. Type: INQUIRY. Category: BRANCH_SERVICE.,2024-02-17,RESOLVED,2024-02-26,Agent_826,MEDIUM,3,2,2026-01-10 21:04:43
PMLA-FB000398-SYN,PMLA-C000138-SYN,COMPLAINT,ONLINE_BANKING,SOCIAL_MEDIA,RE: Complaint - Case #32862,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-06-24,PENDING,,Agent_420,MEDIUM,,62,2026-01-10 21:04:43
PMLA-FB000399-SYN,PMLA-C000697-SYN,PRAISE,FEES_CHARGES,PHONE,RE: Praise - Case #69514,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-09-21,DUPLICATE,,Agent_991,HIGH,,41,2026-01-10 21:04:43
PMLA-FB000400-SYN,PMLA-C001353-SYN,SUGGESTION,FRAUD,BRANCH,RE: Suggestion - Case #49138,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2023-08-21,ESCALATED,,Agent_863,LOW,,1,2026-01-10 21:04:43
PMLA-FB000401-SYN,PMLA-C000500-SYN,PRAISE,ACCOUNT_SERVICE,CHAT,RE: Praise - Case #14733,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-02-04,RESOLVED,2023-03-03,Agent_281,MEDIUM,5,19,2026-01-10 21:04:43
PMLA-FB000402-SYN,PMLA-C000594-SYN,COMPLAINT,OTHER,EMAIL,RE: Complaint - Case #84026,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-06-12,RESOLVED,2024-07-04,Agent_593,MEDIUM,5,58,2026-01-10 21:04:43
PMLA-FB000403-SYN,PMLA-C000166-SYN,SUGGESTION,BRANCH_SERVICE,BRANCH,RE: Suggestion - Case #40723,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2023-12-22,DUPLICATE,,Agent_459,MEDIUM,,68,2026-01-10 21:04:43
PMLA-FB000404-SYN,PMLA-C001196-SYN,PRAISE,OTHER,PHONE,RE: Praise - Case #65688,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2024-01-06,RESOLVED,2024-01-17,Agent_848,LOW,2,15,2026-01-10 21:04:43
PMLA-FB000405-SYN,PMLA-C001235-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #96264,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-11-26,DUPLICATE,,Agent_778,LOW,,11,2026-01-10 21:04:43
PMLA-FB000406-SYN,PMLA-C000853-SYN,PRAISE,ACCOUNT_SERVICE,BRANCH,RE: Praise - Case #79287,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2024-08-06,PENDING,,Agent_686,HIGH,,48,2026-01-10 21:04:43
PMLA-FB000407-SYN,PMLA-C000603-SYN,SUGGESTION,FEES_CHARGES,PHONE,RE: Suggestion - Case #45388,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-06-19,RESOLVED,2024-07-15,Agent_138,LOW,3,16,2026-01-10 21:04:43
PMLA-FB000408-SYN,PMLA-C001373-SYN,INQUIRY,ACCOUNT_SERVICE,CHAT,RE: Inquiry - Case #25846,Synthetic feedback description for testing. Type: INQUIRY. Category: ACCOUNT_SERVICE.,2023-11-15,PENDING,,Agent_297,LOW,,39,2026-01-10 21:04:43
PMLA-FB000409-SYN,PMLA-C001115-SYN,INQUIRY,LOAN_SERVICE,MAIL,RE: Inquiry - Case #89661,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2024-05-18,RESOLVED,2024-06-11,Agent_159,LOW,5,12,2026-01-10 21:04:43
PMLA-FB000410-SYN,PMLA-C001425-SYN,COMPLAINT,CARD_SERVICE,CHAT,RE: Complaint - Case #98502,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-01-28,DUPLICATE,,Agent_906,MEDIUM,,57,2026-01-10 21:04:43
PMLA-FB000411-SYN,PMLA-C001338-SYN,COMPLAINT,CARD_SERVICE,EMAIL,RE: Complaint - Case #62317,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2024-04-11,RESOLVED,2024-05-11,Agent_495,MEDIUM,1,55,2026-01-10 21:04:43
PMLA-FB000412-SYN,PMLA-C000431-SYN,PRAISE,ONLINE_BANKING,CHAT,RE: Praise - Case #99719,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2023-10-02,RESOLVED,2023-10-19,Agent_799,MEDIUM,3,20,2026-01-10 21:04:43
PMLA-FB000413-SYN,PMLA-C000314-SYN,COMPLAINT,CARD_SERVICE,EMAIL,RE: Complaint - Case #83462,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2023-04-16,PENDING,,Agent_341,MEDIUM,,19,2026-01-10 21:04:43
PMLA-FB000414-SYN,PMLA-C001247-SYN,COMPLAINT,CARD_SERVICE,CHAT,RE: Complaint - Case #74120,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-07-05,PENDING,,Agent_882,MEDIUM,,21,2026-01-10 21:04:43
PMLA-FB000415-SYN,PMLA-C001197-SYN,COMPLAINT,FEES_CHARGES,BRANCH,RE: Complaint - Case #21431,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-12-22,PENDING,,Agent_833,MEDIUM,,37,2026-01-10 21:04:43
PMLA-FB000416-SYN,PMLA-C000935-SYN,COMPLAINT,ONLINE_BANKING,BRANCH,RE: Complaint - Case #11002,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-05-26,PENDING,,Agent_364,MEDIUM,,63,2026-01-10 21:04:43
PMLA-FB000417-SYN,PMLA-C001463-SYN,COMPLAINT,CARD_SERVICE,PHONE,RE: Complaint - Case #12196,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-12-29,ESCALATED,,Agent_820,MEDIUM,,48,2026-01-10 21:04:43
PMLA-FB000418-SYN,PMLA-C001118-SYN,COMPLAINT,LOAN_SERVICE,CHAT,RE: Complaint - Case #22397,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-05-24,RESOLVED,2024-06-22,Agent_347,MEDIUM,2,3,2026-01-10 21:04:43
PMLA-FB000419-SYN,PMLA-C000143-SYN,SUGGESTION,CARD_SERVICE,PHONE,RE: Suggestion - Case #86438,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2024-08-05,RESOLVED,2024-08-29,Agent_811,LOW,2,58,2026-01-10 21:04:43
PMLA-FB000420-SYN,PMLA-C001412-SYN,COMPLAINT,FRAUD,CHAT,RE: Complaint - Case #83570,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-07-21,PENDING,,Agent_943,LOW,,3,2026-01-10 21:04:43
PMLA-FB000421-SYN,PMLA-C001107-SYN,COMPLAINT,FEES_CHARGES,SOCIAL_MEDIA,RE: Complaint - Case #51117,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2024-05-28,ESCALATED,,Agent_740,LOW,,44,2026-01-10 21:04:43
PMLA-FB000422-SYN,PMLA-C000868-SYN,INQUIRY,FEES_CHARGES,MAIL,RE: Inquiry - Case #32895,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2024-07-06,RESOLVED,2024-07-24,Agent_363,MEDIUM,5,34,2026-01-10 21:04:43
PMLA-FB000423-SYN,PMLA-C000522-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #24249,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-11-09,ESCALATED,,Agent_830,MEDIUM,,21,2026-01-10 21:04:43
PMLA-FB000424-SYN,PMLA-C000383-SYN,SUGGESTION,ONLINE_BANKING,EMAIL,RE: Suggestion - Case #40213,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2023-05-26,RESOLVED,2023-06-25,Agent_313,HIGH,5,13,2026-01-10 21:04:43
PMLA-FB000425-SYN,PMLA-C000284-SYN,DISPUTE,LOAN_SERVICE,BRANCH,RE: Dispute - Case #37885,Synthetic feedback description for testing. Type: DISPUTE. Category: OTHER.,2024-07-09,CLOSED_NO_ACTION,2024-07-14,Agent_181,CRITICAL,,22,2026-01-10 21:04:43
PMLA-FB000426-SYN,PMLA-C001287-SYN,INQUIRY,ONLINE_BANKING,EMAIL,RE: Inquiry - Case #90174,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2023-04-19,PENDING,,Agent_153,MEDIUM,,20,2026-01-10 21:04:43
PMLA-FB000427-SYN,PMLA-C000607-SYN,PRAISE,ACCOUNT_SERVICE,MAIL,RE: Praise - Case #44750,Synthetic feedback description for testing. Type: PRAISE. Category: OTHER.,2023-12-29,RESOLVED,2023-12-31,Agent_442,MEDIUM,3,58,2026-01-10 21:04:43
PMLA-FB000428-SYN,PMLA-C000057-SYN,SUGGESTION,CARD_SERVICE,EMAIL,RE: Suggestion - Case #13470,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2024-11-05,ESCALATED,,Agent_225,MEDIUM,,6,2026-01-10 21:04:43
PMLA-FB000429-SYN,PMLA-C000306-SYN,PRAISE,ACCOUNT_SERVICE,EMAIL,RE: Praise - Case #67376,Synthetic feedback description for testing. Type: PRAISE. Category: FEES_CHARGES.,2024-02-16,RESOLVED,2024-02-27,Agent_319,LOW,2,3,2026-01-10 21:04:43
PMLA-FB000430-SYN,PMLA-C001019-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #72009,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-08-29,CLOSED_NO_ACTION,2023-09-05,Agent_192,HIGH,,3,2026-01-10 21:04:43
PMLA-FB000431-SYN,PMLA-C000505-SYN,COMPLAINT,BRANCH_SERVICE,MAIL,RE: Complaint - Case #87741,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-07-01,RESOLVED,2023-07-16,Agent_953,HIGH,2,46,2026-01-10 21:04:43
PMLA-FB000432-SYN,PMLA-C000458-SYN,DISPUTE,MOBILE_APP,CHAT,RE: Dispute - Case #33553,Synthetic feedback description for testing. Type: DISPUTE. Category: LOAN_SERVICE.,2024-07-12,RESOLVED,2024-08-06,Agent_242,MEDIUM,5,47,2026-01-10 21:04:43
PMLA-FB000433-SYN,PMLA-C000987-SYN,PRAISE,ONLINE_BANKING,PHONE,RE: Praise - Case #29041,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-03-03,DUPLICATE,,Agent_405,LOW,,14,2026-01-10 21:04:43
PMLA-FB000434-SYN,PMLA-C000758-SYN,DISPUTE,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Dispute - Case #41778,Synthetic feedback description for testing. Type: DISPUTE. Category: MOBILE_APP.,2023-06-16,ESCALATED,,Agent_110,HIGH,,39,2026-01-10 21:04:43
PMLA-FB000435-SYN,PMLA-C000356-SYN,COMPLAINT,FEES_CHARGES,CHAT,RE: Complaint - Case #66647,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2024-03-01,PENDING,,Agent_536,MEDIUM,,4,2026-01-10 21:04:43
PMLA-FB000436-SYN,PMLA-C000472-SYN,PRAISE,CARD_SERVICE,PHONE,RE: Praise - Case #21465,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2023-11-08,DUPLICATE,,Agent_134,MEDIUM,,29,2026-01-10 21:04:43
PMLA-FB000437-SYN,PMLA-C001311-SYN,INQUIRY,MOBILE_APP,CHAT,RE: Inquiry - Case #18350,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2023-07-02,PENDING,,Agent_700,LOW,,3,2026-01-10 21:04:43
PMLA-FB000438-SYN,PMLA-C000522-SYN,PRAISE,FRAUD,EMAIL,RE: Praise - Case #48875,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-06-20,RESOLVED,2023-06-29,Agent_969,HIGH,5,48,2026-01-10 21:04:43
PMLA-FB000439-SYN,PMLA-C000433-SYN,COMPLAINT,FRAUD,CHAT,RE: Complaint - Case #60831,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-10-28,RESOLVED,2023-11-05,Agent_783,HIGH,1,33,2026-01-10 21:04:43
PMLA-FB000440-SYN,PMLA-C000838-SYN,INQUIRY,OTHER,PHONE,RE: Inquiry - Case #76931,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2023-08-17,RESOLVED,2023-08-22,Agent_184,MEDIUM,3,50,2026-01-10 21:04:43
PMLA-FB000441-SYN,PMLA-C000181-SYN,DISPUTE,MOBILE_APP,EMAIL,RE: Dispute - Case #10146,Synthetic feedback description for testing. Type: DISPUTE. Category: FEES_CHARGES.,2023-12-30,ESCALATED,,Agent_897,LOW,,13,2026-01-10 21:04:43
PMLA-FB000442-SYN,PMLA-C000299-SYN,SUGGESTION,BRANCH_SERVICE,EMAIL,RE: Suggestion - Case #56371,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2024-07-14,RESOLVED,2024-08-03,Agent_356,LOW,4,3,2026-01-10 21:04:43
PMLA-FB000443-SYN,PMLA-C000320-SYN,INQUIRY,ONLINE_BANKING,SOCIAL_MEDIA,RE: Inquiry - Case #31763,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2024-02-01,DUPLICATE,,Agent_921,MEDIUM,,40,2026-01-10 21:04:43
PMLA-FB000444-SYN,PMLA-C001056-SYN,SUGGESTION,FRAUD,MAIL,RE: Suggestion - Case #97619,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-07-01,RESOLVED,2024-07-16,Agent_776,MEDIUM,2,44,2026-01-10 21:04:43
PMLA-FB000445-SYN,PMLA-C000912-SYN,PRAISE,MOBILE_APP,SOCIAL_MEDIA,RE: Praise - Case #61912,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2024-10-16,PENDING,,Agent_686,MEDIUM,,14,2026-01-10 21:04:43
PMLA-FB000446-SYN,PMLA-C001238-SYN,SUGGESTION,ONLINE_BANKING,BRANCH,RE: Suggestion - Case #86113,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2023-09-09,RESOLVED,2023-10-01,Agent_757,MEDIUM,3,50,2026-01-10 21:04:43
PMLA-FB000447-SYN,PMLA-C000573-SYN,SUGGESTION,MOBILE_APP,BRANCH,RE: Suggestion - Case #30496,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2023-03-16,RESOLVED,2023-03-31,Agent_496,HIGH,2,46,2026-01-10 21:04:43
PMLA-FB000448-SYN,PMLA-C000215-SYN,PRAISE,ACCOUNT_SERVICE,CHAT,RE: Praise - Case #78587,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2024-02-24,PENDING,,Agent_552,HIGH,,35,2026-01-10 21:04:43
PMLA-FB000449-SYN,PMLA-C000801-SYN,COMPLAINT,LOAN_SERVICE,CHAT,RE: Complaint - Case #47809,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-03-16,RESOLVED,2023-03-27,Agent_807,MEDIUM,3,51,2026-01-10 21:04:43
PMLA-FB000450-SYN,PMLA-C000337-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #93762,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2024-08-09,ESCALATED,,Agent_680,MEDIUM,,15,2026-01-10 21:04:43
PMLA-FB000451-SYN,PMLA-C000691-SYN,PRAISE,FEES_CHARGES,CHAT,RE: Praise - Case #68837,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2023-12-13,ESCALATED,,Agent_550,MEDIUM,,31,2026-01-10 21:04:43
PMLA-FB000452-SYN,PMLA-C000139-SYN,PRAISE,CARD_SERVICE,CHAT,RE: Praise - Case #87498,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-09-21,RESOLVED,2023-10-11,Agent_371,MEDIUM,5,27,2026-01-10 21:04:43
PMLA-FB000453-SYN,PMLA-C000493-SYN,SUGGESTION,LOAN_SERVICE,MAIL,RE: Suggestion - Case #26921,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2023-03-22,ESCALATED,,Agent_966,MEDIUM,,45,2026-01-10 21:04:43
PMLA-FB000454-SYN,PMLA-C000760-SYN,INQUIRY,ACCOUNT_SERVICE,CHAT,RE: Inquiry - Case #10464,Synthetic feedback description for testing. Type: INQUIRY. Category: CARD_SERVICE.,2024-04-04,RESOLVED,2024-04-15,Agent_838,LOW,5,26,2026-01-10 21:04:43
PMLA-FB000455-SYN,PMLA-C001257-SYN,PRAISE,ACCOUNT_SERVICE,EMAIL,RE: Praise - Case #58788,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-10-03,PENDING,,Agent_110,MEDIUM,,65,2026-01-10 21:04:43
PMLA-FB000456-SYN,PMLA-C001343-SYN,INQUIRY,OTHER,CHAT,RE: Inquiry - Case #97875,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2023-08-20,ESCALATED,,Agent_559,MEDIUM,,11,2026-01-10 21:04:43
PMLA-FB000457-SYN,PMLA-C000123-SYN,PRAISE,ONLINE_BANKING,BRANCH,RE: Praise - Case #19297,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2024-09-19,RESOLVED,2024-09-27,Agent_469,MEDIUM,5,21,2026-01-10 21:04:43
PMLA-FB000458-SYN,PMLA-C001147-SYN,COMPLAINT,FEES_CHARGES,BRANCH,RE: Complaint - Case #95298,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-11-03,RESOLVED,2024-11-24,Agent_601,LOW,4,71,2026-01-10 21:04:43
PMLA-FB000459-SYN,PMLA-C000073-SYN,PRAISE,BRANCH_SERVICE,PHONE,RE: Praise - Case #73856,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2024-09-30,RESOLVED,2024-10-16,Agent_968,LOW,3,38,2026-01-10 21:04:43
PMLA-FB000460-SYN,PMLA-C000971-SYN,COMPLAINT,CARD_SERVICE,CHAT,RE: Complaint - Case #49392,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-04-29,RESOLVED,2024-05-28,Agent_279,MEDIUM,1,13,2026-01-10 21:04:43
PMLA-FB000461-SYN,PMLA-C000355-SYN,PRAISE,BRANCH_SERVICE,BRANCH,RE: Praise - Case #85993,Synthetic feedback description for testing. Type: PRAISE. Category: FRAUD.,2023-08-08,RESOLVED,2023-08-14,Agent_970,LOW,2,61,2026-01-10 21:04:43
PMLA-FB000462-SYN,PMLA-C000327-SYN,SUGGESTION,MOBILE_APP,MAIL,RE: Suggestion - Case #99606,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2023-03-27,RESOLVED,2023-04-17,Agent_558,MEDIUM,2,55,2026-01-10 21:04:43
PMLA-FB000463-SYN,PMLA-C000948-SYN,COMPLAINT,BRANCH_SERVICE,BRANCH,RE: Complaint - Case #87419,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-06-28,PENDING,,Agent_553,MEDIUM,,27,2026-01-10 21:04:43
PMLA-FB000464-SYN,PMLA-C000705-SYN,COMPLAINT,ACCOUNT_SERVICE,PHONE,RE: Complaint - Case #68868,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2024-01-30,RESOLVED,2024-02-18,Agent_980,MEDIUM,3,52,2026-01-10 21:04:43
